person_id,trip_key
berlin_659e87de,5
bb_4bc21b7b,1
berlin_6618cd8b,5
bb_12066b4e,3
berlin_4feec80e,3
berlin_0850ba42,2
bb_34c3ebd4,2
berlin_d9c9c33a,1
bb_df0361f1,3
bb_aa191ecd,2
berlin_1c2c9ccf,2
berlin_7d5117b0,1
berlin_287b1dec,1
berlin_66b26985,3
berlin_cea14e64,2
berlin_8d5ec836,1
berlin_82cbdf87,3
bb_8cd31e0c,3
berlin_dc64338d,3
berlin_3f9a134c,3
bb_01ed6179,4
bb_6fccaa42,1
berlin_0bbc712b,2
bb_d1c9238d,2
bb_e2b5d05c,5
bb_c9bddef9,2
berlin_37608b2b,3
bb_11d4e8bc,1
berlin_af47aec5,2
berlin_fcf8c7db,1
bb_8da542a5,2
berlin_162287da,3
bb_cc5bb2c1,4
berlin_c9623770,1
berlin_01d32aab,3
berlin_bab9d2aa,5
berlin_c7638471,4
bb_6ac89ae4,3
berlin_4004c396,1
berlin_d72bea11,3
berlin_f5d91205,2
berlin_adee5540,4
berlin_ec164fd8,1
berlin_d14f6132,6
berlin_522336e5,2
berlin_220fb57e,2
bb_ad0e152a,2
bb_5888fbe3,1
berlin_0ef2398b,2
bb_72dfbbc1,1
berlin_311d143a,2
bb_3a4f8b23,2
bb_8f7e3c70,5
bb_38652027,2
bb_0d4f0f42,2
berlin_04e87c46,3
berlin_0f02d10a,2
berlin_e853bca0,1
berlin_97d34583,2
berlin_964566b2,1
berlin_4ffc313a,2
berlin_ea6a27de,2
bb_1a51f8de,2
bb_20f3f3cd,2
bb_62f1cd49,2
berlin_3d8d2859,2
berlin_fecf3d90,1
bb_1d9856cf,2
berlin_ee639d02,3
berlin_5e727ac3,2
berlin_d8c23fc9,2
berlin_4c9d837f,2
bb_442d8074,2
berlin_684c5ed6,3
bb_168291bd,4
berlin_2c44af56,1
berlin_67d13c84,4
berlin_19591218,2
bb_c66c4806,1
bb_1f98a2c1,2
bb_25b7e30e,1
bb_8e3742bb,7
bb_9e4aeba2,4
bb_20f3f3cd,3
berlin_c9f85ab1,3
bb_fe867ee5,1
berlin_32e2b52e,3
berlin_01c94116,2
bb_4620bf85,3
berlin_961e35ac,1
berlin_3ec67a3a,5
berlin_ca14de2c,2
berlin_6b2be479,2
berlin_59896c12,2
bb_f9957069,3
bb_0977bb2c,4
berlin_f5029ac6,4
berlin_368524a3,2
berlin_cd830ccb,1
bb_df6455d4,4
bb_57b2c693,4
bb_4e989461,2
bb_6ea5927f,6
berlin_2936e4db,1
bb_c1d3ef7d,2
bb_0246c9f3,3
bb_e16b1471,1
bb_3d01da00,3
bb_d1c9238d,3
berlin_f98dcbdc,6
bb_c256b662,2
bb_b614638e,1
berlin_236f7521,2
berlin_04864ce1,6
berlin_32b83088,2
berlin_67fbedf1,3
berlin_93e84fc9,2
bb_01532e55,3
bb_70686183,1
berlin_22980bb8,1
berlin_ad54f9cb,2
berlin_6003f752,2
bb_fd6e94d9,2
bb_5f0340b8,2
berlin_cb9ca12d,5
berlin_bfce18d2,2
bb_ff4c1d54,2
bb_ec708f87,2
berlin_863b83f7,1
berlin_1fd69af4,2
bb_4cb13b62,5
bb_00cc79ce,3
berlin_e9f0ca30,4
berlin_ac04990a,2
bb_2c38bf22,2
bb_b0c23b8d,3
bb_ec8dbc71,2
berlin_05690942,1
bb_3e018dba,1
bb_f4fde211,4
bb_63541233,3
berlin_bf8ce425,4
berlin_948ee929,5
berlin_56df69ab,4
bb_4bc21b7b,2
bb_a77a192e,3
berlin_68330638,2
berlin_19b30216,2
berlin_0e093d1e,3
berlin_12bf6691,2
berlin_51c7efcd,4
bb_3e9c1a07,2
berlin_2cb69e3b,4
berlin_c18f39a8,4
berlin_eb654779,3
berlin_05c2cf00,4
bb_4b7cd450,2
berlin_49986012,5
bb_6c23f633,3
berlin_d5492a8f,3
bb_e764ee7a,1
bb_73bd79ca,2
bb_2442b7f1,3
bb_5e087ee7,2
berlin_fe93dc56,6
berlin_90e300b7,3
berlin_f617989a,6
berlin_df3714c3,1
berlin_72ac035c,6
berlin_6c5e200e,2
bb_ad25c6ac,3
berlin_e3082dac,2
berlin_afe0b3d8,2
berlin_f77298ac,1
berlin_93e84fc9,3
berlin_3b35313c,2
bb_f972cf19,2
bb_07c1b9e5,3
bb_61cb29d8,4
bb_7120695f,2
bb_152eb1d1,3
berlin_28fc2454,2
berlin_fbde181b,4
berlin_a7502735,4
bb_5b15942e,3
bb_5f24ce93,2
bb_36c23e50,1
berlin_13eafcf6,2
berlin_d9c9c33a,2
berlin_81809c99,3
bb_dcdad96c,3
berlin_37608b2b,4
berlin_97787700,2
berlin_0215cf87,3
berlin_0629953a,5
berlin_0733e5fb,3
berlin_17b76f45,3
berlin_1614e775,1
bb_ade4bd4c,5
berlin_073975d9,1
berlin_1512e797,1
berlin_c87eb4c7,5
berlin_894e6677,6
berlin_8d8d73a5,6
bb_f9c978d8,3
berlin_b43415ae,2
berlin_8351a0f8,2
berlin_b4d7c628,3
berlin_70ceb82e,3
bb_5dab7aab,3
bb_8f69794f,2
berlin_bfc86375,5
berlin_16a8c913,2
berlin_04b88e04,2
berlin_5ff9e0f0,2
bb_f62aac98,5
berlin_452ba408,2
berlin_b255c518,1
bb_cc8facbf,2
bb_4f05625c,1
bb_94e44256,3
berlin_2f23716e,3
berlin_0e2eafe3,2
berlin_02d50354,2
bb_4f71864d,3
berlin_02f879b6,2
bb_3e018dba,2
berlin_3e788116,5
bb_31dfb1e0,2
berlin_a3a12910,7
berlin_76f80982,3
berlin_7db9f502,3
bb_11d4e8bc,2
berlin_3d8bc8e5,2
berlin_87c63057,2
berlin_4638e627,5
bb_99701cad,2
bb_7fe1ceec,2
bb_6cd21d4b,2
bb_9e71c66b,2
bb_6fccaa42,2
bb_6ceaecac,2
bb_38beefe7,2
bb_2127fa51,6
bb_4211505e,2
berlin_e86a865b,1
berlin_1528ed98,3
bb_63ddaae8,2
berlin_1f7974a6,4
berlin_60c7586e,2
berlin_04e87c46,5
berlin_72a349e7,3
bb_3a1f3379,2
berlin_bfdf6a34,2
berlin_ec768a4e,2
berlin_1fd69af4,3
bb_5001e3c8,2
berlin_19654e95,2
bb_ad0e152a,3
berlin_72ac035c,7
berlin_84de30c5,3
berlin_1f26510a,4
bb_b6684f56,2
bb_1b1a3a7a,2
berlin_06c41eda,2
berlin_adb54763,3
bb_fb9cf59d,4
berlin_ee639d02,5
berlin_d5492a8f,5
berlin_88063b2e,2
berlin_05934de4,2
berlin_4c66a408,1
bb_07c1b9e5,4
berlin_df3714c3,2
berlin_0fa5b2d1,4
berlin_1bcdf237,2
bb_110e4942,2
bb_b60df040,2
berlin_32b83088,3
bb_26cdedd6,2
bb_d059133c,2
berlin_0d651b09,4
berlin_8fee5fa4,1
berlin_081d0f93,1
berlin_631fdc48,3
bb_a8d1e5d5,2
berlin_e6f3d671,2
bb_53e598c4,2
berlin_6854fd50,3
bb_aaf7ade6,2
berlin_fcb9c159,1
berlin_c6997f06,4
berlin_312431b4,3
berlin_7ccfb766,2
berlin_0d0138e2,4
berlin_2b89f1b5,3
berlin_a72c940e,5
berlin_dcc9b68b,3
bb_f003c02a,2
berlin_36bee41b,2
berlin_f1a6fd01,2
berlin_a23165b1,2
berlin_869710e2,4
bb_0977bb2c,5
bb_93993d6e,4
bb_22a3920d,2
berlin_f73ba111,2
bb_d4d6e9a4,7
berlin_3e52f053,4
berlin_65ab6a22,3
bb_9a877f2e,1
berlin_c082b6cd,2
bb_b8a1f349,3
berlin_1b31c27b,2
berlin_863b83f7,2
berlin_f9c11827,4
berlin_2ffda585,4
berlin_5aea47f8,4
berlin_0ae314be,2
berlin_af342b06,2
bb_1c165a30,2
berlin_e67adc56,2
bb_2a841d65,2
berlin_0ae26d03,4
berlin_69310fc2,2
berlin_54fa743b,2
berlin_11d120ec,2
berlin_f617989a,7
bb_dcdad96c,4
bb_b614638e,2
berlin_1d7a7af3,2
berlin_0fd1bca6,2
berlin_19208b58,2
bb_43147383,3
berlin_185b7149,2
berlin_4dd4e5b0,2
berlin_35cd7884,2
bb_af2dca90,2
berlin_df773d69,4
bb_d0ca5473,2
berlin_8fac2bba,2
berlin_ebc75a6a,3
berlin_4bc72118,3
berlin_9af89d03,3
berlin_4987a216,1
berlin_b37108c9,5
berlin_01d32aab,5
berlin_d9877a47,1
berlin_a43e680f,1
berlin_4d7a51f2,3
berlin_0ab00202,2
berlin_b9da12bd,7
berlin_aee0a94b,2
berlin_7df266fc,2
berlin_101bbc89,2
berlin_94a943f8,2
berlin_75c9f41a,3
berlin_ae8b30f7,7
berlin_43836d05,2
berlin_3f312989,2
bb_f6131bf2,2
bb_f33a87b9,2
bb_cd7a6082,2
bb_b0c23b8d,4
bb_b0a721e6,2
bb_afe10112,4
bb_5d37d17d,4
berlin_06832aca,4
berlin_2d9683ea,5
berlin_ab8d3d52,6
berlin_3a71842a,1
bb_f2567659,2
bb_d879ca68,2
bb_9742e52f,1
bb_fe867ee5,5
berlin_b5199fae,6
berlin_0ecc76ac,5
berlin_10fbcc4c,2
berlin_014aefa0,2
bb_df7c12ef,1
berlin_bfc86375,6
bb_6ffd714d,6
bb_139115c3,2
bb_86bdb98b,2
bb_df79665c,2
bb_27d94a42,2
berlin_1d13d2ce,2
berlin_1e2ee019,2
berlin_04f70af0,2
berlin_3d8d2859,3
berlin_a23165b1,3
berlin_1627dc60,1
berlin_2ffda585,5
berlin_110f5f69,2
bb_f513aa65,3
bb_29a0efa6,2
berlin_d3395d2b,5
berlin_2179f205,2
berlin_7b238769,2
berlin_0f380a02,3
bb_ccdad81c,2
berlin_d47c7a85,6
berlin_b5229557,3
berlin_87d94a2b,5
berlin_4c66a408,2
bb_dce66340,3
berlin_0341f750,2
berlin_6c3f3ef4,5
berlin_9f44e9d4,3
berlin_43502a39,2
bb_62d2ceab,2
bb_c9e1f5dc,2
bb_d0cef06d,2
bb_59b4d3ae,2
berlin_0cb49aa2,6
berlin_c805b86d,2
berlin_4e552a3b,2
berlin_36ba8400,2
bb_a3693e0f,4
berlin_5cf16a0d,5
berlin_1a75669b,2
bb_0a76ed9b,2
bb_d8b9888b,2
bb_50b798d2,4
bb_2a7f4ff4,2
