source,metric,window1_mean,window2_mean,absolute_change,relative_change
scorestats,avg_executed,111.55004197344206,111.58383178448734,0.033789811045281226,0.00030291168382819557
scorestats,avg_worst,111.17270644548105,111.14398475249943,-0.02872169298161964,-0.00025835201732454647
scorestats,avg_average,111.59642970580123,111.55750113387901,-0.038928571922212996,-0.00034883348889242584
scorestats,avg_best,111.901235236539,111.85958382692331,-0.0416514096156817,-0.0003722158162743972
modestats,bike,0.14729928239578516,0.1472227642561626,-7.651813962256115e-05,-0.0005194739470417858
modestats,car,0.27591832730031285,0.2759597106781174,4.138337780457135e-05,0.00014998415730292967
modestats,drt,1.096248418661656e-06,1.096248418661656e-06,0.0,0.0
modestats,freight,0.00299221005873699,0.00299221005873699,0.0,0.0
modestats,pt,0.21681727292858383,0.21682220604646774,4.933117883909599e-06,2.2752421046889975e-05
modestats,pt_w_drt_used,7.838176193430841e-06,7.67373893063159e-06,-1.6443726279925047e-07,-0.020979020979021244
modestats,ride,0.06816352079912123,0.06818588426686194,2.2363467740704746e-05,0.0003280855724370543
modestats,truck,0.01620748474570325,0.01620748474570325,0.0,0.0
modestats,walk,0.2725929673471446,0.2726009699606008,8.002613456181695e-06,2.9357373134246862e-05
