customer::iteration__mean,customer::iteration__median,customer::iteration__min,customer::iteration__max,customer::iteration__last,customer::rides__mean,customer::rides__median,customer::rides__min,customer::rides__max,customer::rides__last,customer::rides_pax__mean,customer::rides_pax__median,customer::rides_pax__min,customer::rides_pax__max,customer::rides_pax__last,customer::groupSize_mean__mean,customer::groupSize_mean__median,customer::groupSize_mean__min,customer::groupSize_mean__max,customer::groupSize_mean__last,customer::wait_average__mean,customer::wait_average__median,customer::wait_average__min,customer::wait_average__max,customer::wait_average__last,customer::wait_max__mean,customer::wait_max__median,customer::wait_max__min,customer::wait_max__max,customer::wait_max__last,customer::wait_p95__mean,customer::wait_p95__median,customer::wait_p95__min,customer::wait_p95__max,customer::wait_p95__last,customer::wait_p75__mean,customer::wait_p75__median,customer::wait_p75__min,customer::wait_p75__max,customer::wait_p75__last,customer::wait_median__mean,customer::wait_median__median,customer::wait_median__min,customer::wait_median__max,customer::wait_median__last,customer::percentage_WT_below_10__mean,customer::percentage_WT_below_10__median,customer::percentage_WT_below_10__min,customer::percentage_WT_below_10__max,customer::percentage_WT_below_10__last,customer::percentage_WT_below_15__mean,customer::percentage_WT_below_15__median,customer::percentage_WT_below_15__min,customer::percentage_WT_below_15__max,customer::percentage_WT_below_15__last,customer::inVehicleTravelTime_mean__mean,customer::inVehicleTravelTime_mean__median,customer::inVehicleTravelTime_mean__min,customer::inVehicleTravelTime_mean__max,customer::inVehicleTravelTime_mean__last,customer::distance_m_mean__mean,customer::distance_m_mean__median,customer::distance_m_mean__min,customer::distance_m_mean__max,customer::distance_m_mean__last,customer::directDistance_m_mean__mean,customer::directDistance_m_mean__median,customer::directDistance_m_mean__min,customer::directDistance_m_mean__max,customer::directDistance_m_mean__last,customer::totalTravelTime_mean__mean,customer::totalTravelTime_mean__median,customer::totalTravelTime_mean__min,customer::totalTravelTime_mean__max,customer::totalTravelTime_mean__last,customer::fareAllReferences_mean__mean,customer::fareAllReferences_mean__median,customer::fareAllReferences_mean__min,customer::fareAllReferences_mean__max,customer::fareAllReferences_mean__last,customer::rejections__mean,customer::rejections__median,customer::rejections__min,customer::rejections__max,customer::rejections__last,customer::rejectionRate__mean,customer::rejectionRate__median,customer::rejectionRate__min,customer::rejectionRate__max,customer::rejectionRate__last,vehicle::iteration__mean,vehicle::iteration__median,vehicle::iteration__min,vehicle::iteration__max,vehicle::iteration__last,vehicle::vehicles__mean,vehicle::vehicles__median,vehicle::vehicles__min,vehicle::vehicles__max,vehicle::vehicles__last,vehicle::totalServiceDuration__mean,vehicle::totalServiceDuration__median,vehicle::totalServiceDuration__min,vehicle::totalServiceDuration__max,vehicle::totalServiceDuration__last,vehicle::totalDistance__mean,vehicle::totalDistance__median,vehicle::totalDistance__min,vehicle::totalDistance__max,vehicle::totalDistance__last,vehicle::totalEmptyDistance__mean,vehicle::totalEmptyDistance__median,vehicle::totalEmptyDistance__min,vehicle::totalEmptyDistance__max,vehicle::totalEmptyDistance__last,vehicle::emptyRatio__mean,vehicle::emptyRatio__median,vehicle::emptyRatio__min,vehicle::emptyRatio__max,vehicle::emptyRatio__last,vehicle::totalPassengerDistanceTraveled__mean,vehicle::totalPassengerDistanceTraveled__median,vehicle::totalPassengerDistanceTraveled__min,vehicle::totalPassengerDistanceTraveled__max,vehicle::totalPassengerDistanceTraveled__last,vehicle::averageDrivenDistance__mean,vehicle::averageDrivenDistance__median,vehicle::averageDrivenDistance__min,vehicle::averageDrivenDistance__max,vehicle::averageDrivenDistance__last,vehicle::averageEmptyDistance__mean,vehicle::averageEmptyDistance__median,vehicle::averageEmptyDistance__min,vehicle::averageEmptyDistance__max,vehicle::averageEmptyDistance__last,vehicle::averagePassengerDistanceTraveled__mean,vehicle::averagePassengerDistanceTraveled__median,vehicle::averagePassengerDistanceTraveled__min,vehicle::averagePassengerDistanceTraveled__max,vehicle::averagePassengerDistanceTraveled__last,vehicle::d_p/d_t__mean,vehicle::d_p/d_t__median,vehicle::d_p/d_t__min,vehicle::d_p/d_t__max,vehicle::d_p/d_t__last,vehicle::l_det__mean,vehicle::l_det__median,vehicle::l_det__min,vehicle::l_det__max,vehicle::l_det__last,vehicle::minShareIdleVehicles__mean,vehicle::minShareIdleVehicles__median,vehicle::minShareIdleVehicles__min,vehicle::minShareIdleVehicles__max,vehicle::minShareIdleVehicles__last,vehicle::minCountIdleVehicles__mean,vehicle::minCountIdleVehicles__median,vehicle::minCountIdleVehicles__min,vehicle::minCountIdleVehicles__max,vehicle::minCountIdleVehicles__last,sharing::iteration__mean,sharing::iteration__median,sharing::iteration__min,sharing::iteration__max,sharing::iteration__last,sharing::poolingRate__mean,sharing::poolingRate__median,sharing::poolingRate__min,sharing::poolingRate__max,sharing::poolingRate__last,sharing::sharingFactor__mean,sharing::sharingFactor__median,sharing::sharingFactor__min,sharing::sharingFactor__max,sharing::sharingFactor__last,sharing::nPooled__mean,sharing::nPooled__median,sharing::nPooled__min,sharing::nPooled__max,sharing::nPooled__last,sharing::nTotal__mean,sharing::nTotal__median,sharing::nTotal__min,sharing::nTotal__max,sharing::nTotal__last
190.5,190.5,181.0,200.0,200.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,136.6565,136.13,132.53,145.2,144.0,491.9,468.0,448.0,594.0,594.0,491.9,468.0,448.0,594.0,594.0,199.0,199.0,199.0,199.0,199.0,101.0,101.0,101.0,101.0,101.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,599.3874999999999,598.035,584.0,622.33,584.0,6797.166000000002,6798.07,6777.29,6807.14,6804.77,6558.7145,6558.254999999999,6551.12,6567.77,6565.39,736.0429999999999,734.665,724.73,758.07,728.0,3.3500000000000005,3.35,3.35,3.35,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.5,190.5,181.0,200.0,200.0,12.0,12.0,12.0,12.0,12.0,723600.0,723600.0,723600.0,723600.0,723600.0,101800.14399999999,101818.69,101507.13,101919.19,101919.19,7298.339999999998,7298.34,7298.34,7298.34,7298.34,0.07000000000000003,0.07,0.07,0.07,0.07,101957.45899999999,101970.98,101659.42,102107.14,102071.48,8483.346999999998,8484.89,8458.93,8493.27,8493.27,608.1900000000003,608.19,608.19,608.19,608.19,8496.455999999996,8497.58,8471.62,8508.93,8505.96,1.0,1.0,1.0,1.0,1.0,1.036,1.04,1.03,1.04,1.03,0.9200000000000003,0.92,0.92,0.92,0.92,11.0,11.0,11.0,11.0,11.0,190.5,190.5,181.0,200.0,200.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.1619491883355022,1.1619330273398554,1.1577042357489578,1.1663897778777597,1.1577042357489578,4.0,4.0,4.0,4.0,4.0,15.0,15.0,15.0,15.0,15.0
