cohort,n,mean_delta_score,median_delta_score,p10_delta_score,p25_delta_score,p75_delta_score,p90_delta_score,share_better,share_worse,share_unchanged
all_matched,526111,0.015784946769450924,0.0,-0.21590601408698262,0.0,0.00595353196526105,0.3445617376252983,0.3544233061084068,0.21867628694324961,0.4269004069483436
baseline_target_line_riders,67,-5.622703814969231,-3.390610435469469,-13.67083662804989,-9.330616772447598,0.061417745442149396,1.6413453566409144,0.2537313432835821,0.746268656716418,0.0
scenario_drt_users,12,-7.1348332508586205,-8.816908273005474,-13.531271192050246,-11.80945290739849,-2.9522983809931667,0.3289518926893531,0.16666666666666666,0.8333333333333334,0.0
target_line_riders_using_drt,11,-8.077116788277484,-8.856608558763384,-13.545867317497198,-12.33960395927489,-4.283081965991599,-2.1152231492616664,0.09090909090909091,0.9090909090909091,0.0
target_line_riders_not_using_drt,56,-5.14058698092654,-2.2175937058494455,-13.112389746284897,-8.599302674968758,0.3394717811344634,1.7113322476951254,0.2857142857142857,0.7142857142857143,0.0
