source,metric,window1_mean,window2_mean,absolute_change,relative_change
scorestats,avg_executed,111.5525620631289,111.5655159034286,0.012953840299701369,0.00011612319842883249
scorestats,avg_worst,111.18692833806918,111.15642112030548,-0.03050721776369869,-0.0002743777368409714
scorestats,avg_average,111.5995372174918,111.55477972975345,-0.04475748773835164,-0.0004010544206032467
scorestats,avg_best,111.90050078015585,111.84919466567676,-0.051306114479089615,-0.0004584976306753768
modestats,bike,0.1472651342575438,0.14720368953367785,-6.1444723865961e-05,-0.0004172387726106557
modestats,car,0.27573388350387307,0.27582514618472664,9.126268085357658e-05,0.00033098101580357524
modestats,drt,1.7539974698586497e-06,2.192496837323312e-06,4.384993674646624e-07,0.25
modestats,freight,0.00299221005873699,0.00299221005873699,0.0,0.0
modestats,pt,0.21673160111466538,0.21671137533134108,-2.0225783324306912e-05,-9.332180088313993e-05
modestats,pt_w_drt_used,8.22186313996242e-06,8.22186313996242e-06,0.0,0.0
modestats,ride,0.06838852578705155,0.068366874880783,-2.1650906268558257e-05,-0.000316586825339311
modestats,truck,0.01620748474570325,0.01620748474570325,0.0,0.0
modestats,walk,0.2726711846718161,0.2726828049050539,1.162023323780792e-05,4.2616286175577735e-05
