source,metric,window1_mean,window2_mean,absolute_change,relative_change
scorestats,avg_executed,111.57730214472456,111.59314982781552,0.015847683090967735,0.0001420332163114326
scorestats,avg_worst,111.30944045512811,111.25877789335648,-0.050662561771630976,-0.0004551506284146172
scorestats,avg_average,111.64096142835726,111.60188227550827,-0.03907915284898422,-0.00035004314141510036
scorestats,avg_best,111.90802068105931,111.87869180780258,-0.029328873256730503,-0.0002620801715394336
modestats,bike,0.14730925825639496,0.14723482298876783,-7.443526762712649e-05,-0.0005052993172877857
modestats,car,0.27601989471630184,0.27605574203959204,3.584732329020568e-05,0.00012987224463312762
modestats,drt,1.096248418661656e-07,3.288745255984968e-07,2.192496837323312e-07,2.0
modestats,freight,0.00299221005873699,0.00299221005873699,0.0,0.0
modestats,pt,0.21656743791397076,0.21660301117515637,3.557326118561188e-05,0.00016425950977793348
modestats,pt_w_drt_used,1.3154981023939872e-05,1.3154981023939872e-05,0.0,0.0
modestats,ride,0.06822715801982455,0.06822452702361978,-2.630996204774916e-06,-3.8562301012310016e-05
modestats,truck,0.01620748474570325,0.01620748474570325,0.0,0.0
modestats,walk,0.2726632916832018,0.27266871811287413,5.4264296723283145e-06,1.990157765216558e-05
