cohort,n,mean_delta_score,median_delta_score,p10_delta_score,p25_delta_score,p75_delta_score,p90_delta_score,share_better,share_worse,share_unchanged
all_matched,526111,0.0372960035585591,0.0,-0.22213657871996872,0.0,0.005846574597740073,0.351485230941023,0.3527677619361694,0.22005432313713266,0.427177914926698
baseline_target_line_riders,67,-5.337024017305107,-2.593557012395266,-17.15977483159309,-8.188415394699405,0.5155853814971394,4.105165367691829,0.2835820895522388,0.7164179104477612,0.0
scenario_drt_users,66,-0.9811791922464019,0.43533437453319834,-7.462716979107476,-2.515823216304174,2.866327292490059,4.78107632838821,0.5454545454545454,0.45454545454545453,0.0
target_line_riders_using_drt,40,-3.1153907561890017,-2.0955795216404667,-8.036407205402622,-6.004753249223754,1.363419694585918,4.788078033386067,0.325,0.675,0.0
target_line_riders_not_using_drt,27,-8.628332552291933,-7.752504633059289,-20.493039354914565,-14.223253876900692,-0.7580153838853931,1.0983907711958811,0.2222222222222222,0.7777777777777778,0.0
