source,metric,window1_mean,window2_mean,absolute_change,relative_change
scorestats,avg_executed,111.57097016005487,111.59284608715784,0.021875927102968262,0.0001960718551751052
scorestats,avg_worst,111.2574895088303,111.21566922182599,-0.04182028700431317,-0.0003758873868980656
scorestats,avg_average,111.62640736370663,111.5907817024547,-0.035625661251927454,-0.00031915083619819617
scorestats,avg_best,111.90676004492154,111.87491100630666,-0.03184903861487953,-0.00028460334837765574
modestats,bike,0.1473727310398355,0.14729418484063836,-7.854619919714367e-05,-0.0005329764783683916
modestats,car,0.2758503050859349,0.2759011710125608,5.086592662589817e-05,0.00018439684744975013
modestats,drt,1.2058732605278218e-06,1.644372627992484e-06,4.384993674646622e-07,0.3636363636363634
modestats,freight,0.00299221005873699,0.00299221005873699,0.0,0.0
modestats,pt,0.21660240823852614,0.21661742684186178,1.5018603335636982e-05,6.933719462203877e-05
modestats,pt_w_drt_used,1.3429043128605287e-05,1.4086792179802283e-05,6.577490511969951e-07,0.0489795918367348
modestats,ride,0.06838298973253731,0.06837367162097868,-9.318111558631603e-06,-0.0001362635882852889
modestats,truck,0.01620748474570325,0.01620748474570325,0.0,0.0
modestats,walk,0.27257723618233676,0.2725981197147123,2.088353237555962e-05,7.661510061533485e-05
