served_requests,rejected_requests,rejection_rate,wait_mean_sec,drt_total_vkt_km,drt_empty_vkt_km,drt_occupied_vkt_km,min_idle_vehicles,mean_idle_vehicles,pooling_rate,sharing_factor,empty_vkt_share,drt_vkt_per_served_request_km,served_requests_per_vehicle
50.45,0.0,0.0,201.90799999999996,305.12475100000006,58.027332,272.53049150000004,6.0,6.0,0.29837695078031207,1.2625583377222356,0.19017576191319854,6.048062457879089,8.408333333333333
