cohort,n,mean_delta_score,median_delta_score,p10_delta_score,p25_delta_score,p75_delta_score,p90_delta_score,share_better,share_worse,share_unchanged
all_matched,526111,0.015859241393914033,0.0,-0.2369737229249722,-2.842170943040401e-14,0.005711343724549067,0.3301459091799188,0.34952319947691646,0.223245664888208,0.4272311356348755
baseline_target_line_riders,47,-7.159658563885213,-5.942636349766502,-16.00046757363259,-11.351811552551432,-0.6659239722603374,0.8144959654803128,0.19148936170212766,0.8085106382978723,0.0
scenario_drt_users,29,-6.106623220557772,-6.0893338819480505,-16.600923911186648,-11.732440877724216,-0.3180829634740263,3.5925996037286434,0.2413793103448276,0.7586206896551724,0.0
target_line_riders_using_drt,23,-9.10091807912947,-7.410722265942439,-19.26454938802885,-11.825243209790784,-3.2026377451500068,-0.34266357156287763,0.08695652173913043,0.9130434782608695,0.0
target_line_riders_not_using_drt,24,-5.299284861776138,-3.1870074254860086,-11.366541619742769,-9.448350189957498,0.4082268817949526,1.1437180979221266,0.2916666666666667,0.7083333333333334,0.0
