cohort,n,mean_delta_score,median_delta_score,p10_delta_score,p25_delta_score,p75_delta_score,p90_delta_score,share_better,share_worse,share_unchanged
all_matched,526111,0.03417979718321258,0.0,-0.2237634568964637,0.0,0.005819117759358505,0.3338923569133101,0.35217853266706073,0.2210940276861727,0.42672743964676657
baseline_target_line_riders,67,-4.943389036594774,-3.067487376703099,-15.419824081331889,-7.7583418865334295,0.24683646623903144,1.7714200859668152,0.26865671641791045,0.7313432835820896,0.0
scenario_drt_users,18,-6.26233527638929,-4.757781624398916,-14.682917229958987,-9.984232730595778,-2.75669489892341,0.8164112959593792,0.16666666666666666,0.8333333333333334,0.0
target_line_riders_using_drt,17,-6.867169833941987,-4.790712553585863,-14.849426728337665,-10.10211277246799,-3.184570394936003,-1.1373863249211515,0.11764705882352941,0.8823529411764706,0.0
target_line_riders_not_using_drt,50,-4.28930356549672,-1.5604314816048301,-15.382325919321712,-6.34765415674506,0.6382606906289752,1.846183747454936,0.32,0.68,0.0
