served_requests,rejected_requests,rejection_rate,wait_mean_sec,drt_total_vkt_km,drt_empty_vkt_km,drt_occupied_vkt_km,min_idle_vehicles,mean_idle_vehicles,pooling_rate,sharing_factor,empty_vkt_share,drt_vkt_per_served_request_km,served_requests_per_vehicle
18.0,0.0,0.0,256.291,141.939137,21.86592199999999,123.705455,8.0,8.0,0.11111111111111113,1.080074487895717,0.15405139457766318,7.885507611111111,2.25
