road_vkt_km,road_travel_time_h,road_delay_h,link_traversals,unique_road_vehicles,emission_events,drt_regex_road_vkt_km,drt_regex_road_travel_time_h,drt_regex_road_delay_h,drt_regex_link_traversals,drt_regex_unique_road_vehicles,drt_regex_emission_events,drt_regex_vehicle_ids_detected
10295899.090178097,1179120.5361001117,961730.9446929727,42096853,128721,0,0.0,0.0,0.0,0,0,0,0
