served_requests,rejected_requests,rejection_rate,wait_mean_sec,drt_total_vkt_km,drt_empty_vkt_km,drt_occupied_vkt_km,min_idle_vehicles,mean_idle_vehicles,pooling_rate,sharing_factor,empty_vkt_share,drt_vkt_per_served_request_km,served_requests_per_vehicle
68.0,0.0,0.0,325.0575,507.12802700000003,92.51805650000003,504.1641715000002,8.0,8.0,0.5022058823529412,1.6478452912930859,0.18243530543422326,7.457765102941177,8.5
